What should I do if I have COVID-19 symptoms?,"If you have any symptoms suggestive of COVID-19, call your health care provider or COVID-19 hotline for instructions and find out when and where to get a test, stay at home for 14 days away from others and monitor your health.If you have shortness of breath or pain or pressure in the chest, seek medical attention at a health facility immediately. Call your health care provider or hotline in advance for direction to the right health facility.If you live in an area with malaria or dengue fever, seek medical care if you have a fever.If local guidance recommends visiting a medical centre for testing, assessment or isolation, wear a medical mask while travelling to and from the facility and during medical care. Also keep at least a 1-metre distance from other people and avoid touching surfaces with your hands.  This applies to adults and children."
How long does it take to develop symptoms?,"The time from exposure to COVID-19 to the moment when symptoms begin is, on average, 5-6 days and can range from 1-14 days. This is why people who have been exposed to the virus are advised to remain at home and stay away from others, for 14 days, in order to prevent the spread of the virus, especially where testing is not easily available."
What should I do if I have been exposed to someone who has COVID-19?,"If you have been exposed to someone with COVID-19, you may become infected, even if you feel well.

After exposure to someone who has COVID-19, do the following:

Call your health care provider or COVID-19 hotline to find out where and when to get a test.
Cooperate with contact-tracing procedures to stop the spread of the virus.
If testing is not available, stay home and away from others for 14 days.
While you are in quarantine, do not go to work, to school or to public places. Ask someone to bring you supplies.
Keep at least a 1-metre distance from others, even from your family members.
Wear a medical mask to protect others, including if/when you need to seek medical care.
Clean your hands frequently.
Stay in a separate room from other family members, and if not possible, wear a medical mask.
Keep the room well-ventilated.
If you share a room, place beds at least 1 metre apart.
Monitor yourself for any symptoms for 14 days. 
Stay positive by keeping in touch with loved ones by phone or online, and by exercising at home."
What is the difference between isolation and quarantine?,"Both isolation and quarantine are methods of preventing the spread of COVID-19.

Quarantine is used for anyone who is a contact of someone infected with the SARS-CoV-2 virus, which causes COVID-19, whether the infected person has symptoms or not. Quarantine means that you remain separated from others because you have been exposed to the virus and you may be infected and can take place in a designated facility or at home. For COVID-19, this means staying in the facility or at home for 14 days.

Isolation is used for people with COVID-19 symptoms or who have tested positive for the virus. Being in isolation means being separated from other people, ideally in a medically facility where you can receive clinical care.  If isolation in a medical facility is not possible and you are not in a high risk group of developing severe disease, isolation can take place at home. If you have symptoms, you should remain in isolation for at least 10 days plus an additional 3 days without symptoms. If you are infected and do not develop symptoms, you should remain in isolation for 10 days from the time you test positive."
What about rapid tests?,"Rapid antigen tests (sometimes known as a rapid diagnostic test � RDT) detect viral proteins (known as antigens). Samples are collected from the nose and/or throat with a swab. These tests are cheaper than PCR and will offer results more quickly, although they are generally less accurate. These tests perform best when there is more virus circulating in the community and when sampled from an individual during the time they are most infectious."
What test should I get to see if I have COVID-19?,"In most situations, a molecular test is used to detect SARS-CoV-2 and confirm infection. Polymerase chain reaction (PCR) is the most commonly used molecular test. Samples are collected from the nose and/or throat with a swab. Molecular tests detect virus in the sample by amplifying viral genetic material to detectable levels. For this reason, a molecular test is used to confirm an active infection, usually within a few days of exposure and around the time that symptoms may begin"
When should I get a test for COVID-19?,"Anyone with symptoms should be tested, wherever possible. People who do not have symptoms but have had close contact with someone who is, or may be, infected may also consider testing � contact your local health guidelines and follow their guidance.  

While a person is waiting for test results, they should remain isolated from others. Where testing capacity is limited, tests should first be done for those at higher risk of infection, such as health workers, and those at higher risk of severe illness such as older people, especially those living in seniors� residences or long-term care facilities."
How can we protect others and ourselves if we don't know who is infected?,"Stay safe by taking some simple precautions, such as physical distancing, wearing a mask, especially when distancing cannot be maintained, keeping rooms well ventilated, avoiding crowds and close contact, regularly cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!"
Are there long-term effects of COVID-19?,"Some people who have had COVID-19, whether they have needed hospitalization or not, continue to experience symptoms, including fatigue, respiratory and neurological symptoms.

WHO is working with our Global Technical Network for Clinical Management of COVID-19, researchers and patient groups around the world to design and carry out studies of patients beyond the initial acute course of illness to understand the proportion of patients who have long term effects, how long they persist, and why they occur.  These studies will be used to develop further guidance for patient care."
Who is most at risk of severe illness from COVID-19?,"People aged 60 years and over, and those with underlying medical problems like high blood pressure, heart and lung problems, diabetes, obesity or cancer, are at higher risk of developing serious illness. 

However, anyone can get sick with COVID-19 and become seriously ill or die at any age."
What happens to people who get COVID-19?,"Among those who develop symptoms, most (about 80%) recover from the disease without needing hospital treatment. About 15% become seriously ill and require oxygen and 5% become critically ill and need intensive care.

Complications leading to death may include respiratory failure, acute respiratory distress syndrome (ARDS), sepsis and septic shock, thromboembolism, and/or multiorgan failure, including injury of the heart, liver or kidneys.

In rare situations, children can develop a severe inflammatory syndrome a few weeks after infection"
What are the symptoms of COVID-19?,"The most common symptoms of COVID-19 are

Fever
Dry cough
Fatigue
Other symptoms that are less common and may affect some patients include:

Loss of taste or smell,
Nasal congestion,
Conjunctivitis (also known as red eyes)
Sore throat,
Headache,
Muscle or joint pain,
Different types of skin rash,
Nausea or vomiting,
Diarrhea,
Chills or dizziness.
 

Symptoms of severe COVID?19 disease include:

Shortness of breath,
Loss of appetite,
Confusion,
Persistent pain or pressure in the chest,
High temperature (above 38 �C).
Other less common symptoms are:

Irritability,
Confusion,
Reduced consciousness (sometimes associated with seizures),
Anxiety,
Depression,
Sleep disorders,
More severe and rare neurological complications such as strokes, brain inflammation, delirium and nerve damage.
People of all ages who experience fever and/or cough associated with difficulty breathing or shortness of breath, chest pain or pressure, or loss of speech or movement should seek medical care immediately. If possible, call your health care provider, hotline or health facility first, so you can be directed to the right clinic."
Where can I register for COVID-19 vaccination?,You can log into the Co-WIN portal using the link www.cowin.gov.in and click on the �Register/Sign In yourself� tab to register for COVID-19 vaccination.
Is there a mobile app that needs to be installed to register for vaccination?,There is no authorised mobile app for registering for vaccination in India. You need to log into the Co-WIN portal. You can also register for vaccination through the Aarogya Setu App.
 Which age groups can register for vaccination on the Co-WIN portal?,"At present, all citizens above 45 years of age can register for vaccination."
Is online registration mandatory for Covid 19 vaccination?,"No. Vaccination Centres provide for a limited number of on-spot registration slots every day. However, it is recommended to register online and schedule vaccination in advance for a have hassle-free vaccination experience."
How many people can be registered in the Co-WIN portal through one mobile number?,Up to 4 people can be registered for vaccination using the same mobile number.
 How can citizens with no access to smart phones or computers manage online registration?,Up to 4 people can be registered for vaccination using the same mobile number. Citizens can take help from friends or family for online registration. Facility for on-spot registration is also available.
 Can I register for vaccination without Aadhaar card?,"Yes, you can register on Co-WIN portal using any of the following ID proofs: a. Aadhaar card b. Driving License c. PAN card d. Passport e. Pension Passbook f. NPR Smart Card g. Voter ID (EPIC)"
Is there any registration charge to be paid?,No. There is no registration charge.
Is it necessary to take 2nd dose of vaccination?,"
Yes. It is recommended that both doses of vaccine should be taken for realising the full benefit of vaccination. Both doses must be of the same vaccine type."
When should I take the 2nd dose of vaccination?,It is recommended that the 2nd dose of COVAXIN should be administered in the interval of 4 to 6 weeks from the date of 1st dose administration. For COVISHIELD the recommended interval is 4 to 8 weeks while an interval of 6 to 8 weeks gives an enhanced protection. You may choose the date of 2nd dose vaccination as per your convenience.
Will my 2nd dose appointment be automatically scheduled by Co-WIN system?,No. You have to take an appointment for the 2nd dose vaccination. The Co-WIN system will help you book an appointment in a Vaccination Centre where the same vaccine is being administered as the vaccine type (COVAXIN or COVISHIELD) of the 1st dose.
